catalogNumber,id,bloque,regla,campos,valores,severidad,destino
5368,1840441,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.76 km,alta,INABIO
5369,1840442,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.76 km,alta,INABIO
5370,1840443,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.76 km,alta,INABIO
5371,1840444,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.76 km,alta,INABIO
5373,1840446,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.76 km,alta,INABIO
5374,1840447,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.76 km,alta,INABIO
5376,1840449,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.76 km,alta,INABIO
5377,1840450,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.76 km,alta,INABIO
5387,1840460,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.76 km,alta,INABIO
5390,1840463,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Sucumbíos | 286.23 km,alta,INABIO
5394,1840467,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.76 km,alta,INABIO
5413,1840486,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Pichincha | 12.94 km,alta,INABIO
5416,1840489,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Sucumbíos | 286.23 km,alta,INABIO
5418,1840491,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Sucumbíos | 286.23 km,alta,INABIO
5429,1840502,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Sucumbíos | 286.23 km,alta,INABIO
5435,1840508,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Sucumbíos | 286.23 km,alta,INABIO
5443,1840516,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.76 km,alta,INABIO
5450,1840523,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.76 km,alta,INABIO
5454,1840527,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.76 km,alta,INABIO
5460,1840533,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Sucumbíos | 286.23 km,alta,INABIO
5463,1840536,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Sucumbíos | 286.23 km,alta,INABIO
5464,1840537,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Sucumbíos | 286.23 km,alta,INABIO
5480,1840553,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.76 km,alta,INABIO
5484,1840557,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Sucumbíos | 286.23 km,alta,INABIO
5487,1840560,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Sucumbíos | 286.23 km,alta,INABIO
5488,1840561,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Sucumbíos | 286.23 km,alta,INABIO
5491,1840564,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Sucumbíos | 286.23 km,alta,INABIO
5496,1840569,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Sucumbíos | 286.23 km,alta,INABIO
5501,1840574,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Sucumbíos | 286.23 km,alta,INABIO
5502,1840575,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Sucumbíos | 286.23 km,alta,INABIO
5503,1840576,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Sucumbíos | 286.23 km,alta,INABIO
5511,1840584,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Sucumbíos | 286.23 km,alta,INABIO
5514,1840587,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Sucumbíos | 286.23 km,alta,INABIO
5521,1840594,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.76 km,alta,INABIO
5526,1840599,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.76 km,alta,INABIO
5551,1840624,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Imbabura | 62.23 km,alta,INABIO
5568,1840664,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.76 km,alta,INABIO
5577,1840673,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Sucumbíos | 286.23 km,alta,INABIO
5602,1840698,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Santo Domingo de los Tsáchilas | 14.78 km,alta,INABIO
5605,1840701,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.76 km,alta,INABIO
5606,1840702,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 101.99 km,alta,INABIO
5607,1840703,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Orellana | 250.55 km,alta,INABIO
5610,1840706,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Pichincha | 62.33 km,alta,INABIO
5612,1840708,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Pichincha | 299.39 km,alta,INABIO
5614,1840710,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Napo | 172.1 km,alta,INABIO
5616,1840712,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Orellana | 199.98 km,alta,INABIO
5619,1840715,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 209.88 km,alta,INABIO
5620,1840716,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Bolívar | 26.48 km,alta,INABIO
5624,1840720,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Pichincha | 83.77 km,alta,INABIO
5625,1840721,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Napo | 194.42 km,alta,INABIO
5630,1840726,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Napo | 134.54 km,alta,INABIO
5632,1840728,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 13.25 km,alta,INABIO
5636,1840732,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Cotopaxi | 250.04 km,alta,INABIO
5644,1840740,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Sucumbíos | 9.93 km,alta,INABIO
5647,1840743,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Napo | 127.72 km,alta,INABIO
5648,1840744,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Cotopaxi | 177.26 km,alta,INABIO
5649,1840745,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Pichincha | 113.14 km,alta,INABIO
5653,1840749,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 315.25 km,alta,INABIO
5654,1840750,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 313.24 km,alta,INABIO
5655,1840751,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 466.67 km,alta,INABIO
5657,1840753,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 257.09 km,alta,INABIO
5658,1840754,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 228.24 km,alta,INABIO
5659,1840755,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 349.98 km,alta,INABIO
5660,1840756,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 257.09 km,alta,INABIO
5663,1840759,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Pichincha | 231.51 km,alta,INABIO
5666,1840762,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Pichincha | 268.16 km,alta,INABIO
5667,1840763,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Pichincha | 182.33 km,alta,INABIO
5669,1840765,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Pichincha | 188.69 km,alta,INABIO
5671,1840767,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Pichincha | 98.11 km,alta,INABIO
5674,1840770,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 58.34 km,alta,INABIO
5675,1840771,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,El Oro | 501.06 km,alta,INABIO
5677,1840773,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 313.24 km,alta,INABIO
5678,1840774,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Manabí | 408.56 km,alta,INABIO
5680,1840776,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Manabí | 390.72 km,alta,INABIO
5683,1840779,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Orellana | 205.94 km,alta,INABIO
5684,1840780,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Orellana | 412.44 km,alta,INABIO
5685,1840781,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Orellana | 180.91 km,alta,INABIO
5686,1840782,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Bolívar | 70.37 km,alta,INABIO
5689,1840785,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 96.81 km,alta,INABIO
5691,1840787,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.83 km,alta,INABIO
5708,1840804,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.83 km,alta,INABIO
5712,1840808,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.83 km,alta,INABIO
5716,1840812,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.83 km,alta,INABIO
5722,1840818,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.83 km,alta,INABIO
5724,1840820,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.83 km,alta,INABIO
5725,1840821,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.83 km,alta,INABIO
5731,1840827,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.83 km,alta,INABIO
5737,1840833,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.83 km,alta,INABIO
5738,1840834,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.83 km,alta,INABIO
5739,1840835,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.83 km,alta,INABIO
5742,1840838,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.83 km,alta,INABIO
5748,1840844,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Manabí | 15.98 km,alta,INABIO
5759,1840855,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.83 km,alta,INABIO
5765,1840861,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.83 km,alta,INABIO
5782,1840878,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.83 km,alta,INABIO
5785,1840881,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Napo | 30.64 km,alta,INABIO
5797,1840893,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Esmeraldas | 97.76 km,alta,INABIO
5816,1840912,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Napo | 70.59 km,alta,INABIO
5899,1840995,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Pastaza | 46.11 km,alta,INABIO
5917,1841013,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Pastaza | 46.11 km,alta,INABIO
5923,1841019,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Pastaza | 46.11 km,alta,INABIO
5924,1841020,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Pastaza | 46.11 km,alta,INABIO
5965,1841061,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Pastaza | 46.11 km,alta,INABIO
5989,1841085,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Pastaza | 46.11 km,alta,INABIO
6,681280,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Sucumbíos | 282.53 km,alta,INABIO
6027,1841123,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Pastaza | 46.11 km,alta,INABIO
6041,1841137,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Morona Santiago | 270.24 km,alta,INABIO
6042,1841138,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Morona Santiago | 238.09 km,alta,INABIO
6128,1841224,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Pastaza | 7.47 km,alta,INABIO
75,681447,coordenadas,coordenada fuera de la provincia declarada,coherencia_provincia | dist_fuera_provincia_km,Orellana | 18.72 km,alta,INABIO
3765,680404,coordenadas,signo de la coordenada no resuelto,signo_ambiguo,"00°25'28,40'' 75°25'76,40''",alta,INABIO
3926,680583,coordenadas,signo de la coordenada no resuelto,signo_ambiguo,"78°46´29,34 00°03´ 28,92",alta,INABIO
